order_id,inventory_id,date,quantity,user_id
518,33,2014-09-14,1,14
519,21,2014-09-14,1,38
520,39,2014-09-14,1,22
521,50,2014-09-14,1,7
522,43,2014-09-14,1,34
523,21,2014-09-14,3,56
524,8,2014-09-14,1,52
525,24,2014-09-14,1,40
526,56,2014-09-14,4,34
527,49,2014-09-14,3,51
528,46,2014-09-14,1,11
529,58,2014-09-14,2,53
530,60,2014-09-14,1,4
531,37,2014-09-14,1,8
532,2,2014-09-14,2,31
533,21,2014-09-14,1,19
534,17,2014-09-14,3,56
535,8,2014-09-14,1,22
536,3,2014-09-14,8,55
537,23,2014-09-14,1,25
538,21,2014-09-14,2,51
539,11,2014-09-14,2,45
540,38,2014-09-14,1,51
541,24,2014-09-14,4,51
542,58,2014-09-14,1,42
543,40,2014-09-14,1,43
544,20,2014-09-14,1,20
545,12,2014-09-14,2,34
546,7,2014-09-15,1,33
547,60,2014-09-15,5,29
548,23,2014-09-15,1,21
549,34,2014-09-15,1,7
550,44,2014-09-15,1,51
551,53,2014-09-15,1,28
552,35,2014-09-15,1,28
553,1,2014-09-15,1,60
554,55,2014-09-15,1,32
555,47,2014-09-15,1,60
556,23,2014-09-15,1,35
557,6,2014-09-15,1,42
558,3,2014-09-15,1,45
559,50,2014-09-15,1,58
560,50,2014-09-15,1,27
561,40,2014-09-15,1,41
562,8,2014-09-15,1,2
563,21,2014-09-15,1,42
564,44,2014-09-15,3,29
565,55,2014-09-15,1,7
566,42,2014-09-15,2,39
567,15,2014-09-15,1,42
568,39,2014-09-15,1,46
569,17,2014-09-15,1,39
570,58,2014-09-15,1,2
571,10,2014-09-15,2,36
572,26,2014-09-15,1,46
573,16,2014-09-15,2,5
574,6,2014-09-15,3,56
575,50,2014-09-15,1,39
576,32,2014-09-15,1,39
577,41,2014-09-15,1,8
578,25,2014-09-15,1,50
579,51,2014-09-15,2,18
580,45,2014-09-15,1,35
581,21,2014-09-15,1,19
582,57,2014-09-15,1,33
583,39,2014-09-15,1,50
584,3,2014-09-15,1,14
585,36,2014-09-15,1,58
586,25,2014-09-15,1,13
587,5,2014-09-15,1,47
588,32,2014-09-15,1,6
589,58,2014-09-15,1,22
590,43,2014-09-16,1,51
591,34,2014-09-16,3,25
592,15,2014-09-16,1,7
593,47,2014-09-16,1,49
594,40,2014-09-16,1,25
595,50,2014-09-16,3,25
596,39,2014-09-16,1,41
597,29,2014-09-16,2,21
598,30,2014-09-16,2,47
599,23,2014-09-16,2,8
600,28,2014-09-16,2,8
601,49,2014-09-16,1,5
602,56,2014-09-16,1,55
603,9,2014-09-16,1,46
604,45,2014-09-16,1,9
605,59,2014-09-16,2,32
606,59,2014-09-16,1,11
607,22,2014-09-16,13,32
608,24,2014-09-16,2,1
609,58,2014-09-16,1,28
610,7,2014-09-16,1,44
611,57,2014-09-16,1,47
612,21,2014-09-16,1,14
613,32,2014-09-16,1,49
614,33,2014-09-16,4,25
615,43,2014-09-16,1,7
616,25,2014-09-16,1,13
617,10,2014-09-16,1,28
618,21,2014-09-16,1,37
619,38,2014-09-16,3,15
620,4,2014-09-16,1,55
621,52,2014-09-16,2,42
622,13,2014-09-16,1,21
623,33,2014-09-16,2,54
624,9,2014-09-16,1,38
625,20,2014-09-16,1,55
626,38,2014-09-16,1,15
627,16,2014-09-16,1,6
628,39,2014-09-16,2,14
629,30,2014-09-16,2,30
630,57,2014-09-16,1,48
631,52,2014-09-16,1,9
632,23,2014-09-16,1,57
633,19,2014-09-16,1,51
634,50,2014-09-17,1,29
635,28,2014-09-17,4,40
636,19,2014-09-17,1,38
637,6,2014-09-17,1,18
638,4,2014-09-17,1,32
639,42,2014-09-17,1,56
640,41,2014-09-17,25,59
641,55,2014-09-17,1,7
642,19,2014-09-17,1,24
643,56,2014-09-17,1,50
644,13,2014-09-17,1,42
645,48,2014-09-17,1,15
646,14,2014-09-17,1,52
647,2,2014-09-17,1,58
648,52,2014-09-17,1,23
649,42,2014-09-17,1,50
650,57,2014-09-17,5,5
651,41,2014-09-17,52,9
652,51,2014-09-17,10,35
653,22,2014-09-17,1,30
654,24,2014-09-17,1,40
655,35,2014-09-17,1,46
656,6,2014-09-17,2,33
657,12,2014-09-17,1,39
658,36,2014-09-17,1,17
659,46,2014-09-17,1,50
660,53,2014-09-17,1,40
661,23,2014-09-17,1,13
662,48,2014-09-17,2,48
663,4,2014-09-17,2,39
664,38,2014-09-17,1,36
665,22,2014-09-17,1,31
666,36,2014-09-17,1,45
667,55,2014-09-17,3,20
668,12,2014-09-17,1,30
669,23,2014-09-17,1,60
670,41,2014-09-17,2,6
671,47,2014-09-17,4,13
672,32,2014-09-17,3,53
673,50,2014-09-18,13,33
674,32,2014-09-18,1,32
675,31,2014-09-18,1,27
676,26,2014-09-18,1,31
677,22,2014-09-18,2,42
678,8,2014-09-18,1,1
679,18,2014-09-18,1,3
680,17,2014-09-18,1,10
681,47,2014-09-18,2,47
682,47,2014-09-18,1,36
683,9,2014-09-18,1,20
684,31,2014-09-18,1,9
685,36,2014-09-18,4,33
686,31,2014-09-18,1,15
687,24,2014-09-18,2,48
688,26,2014-09-18,1,15
689,1,2014-09-18,1,24
690,56,2014-09-18,1,5
691,5,2014-09-18,1,14
692,31,2014-09-18,3,39
693,50,2014-09-18,1,54
694,36,2014-09-18,1,48
695,26,2014-09-18,3,12
696,34,2014-09-18,1,43
697,48,2014-09-18,1,48
698,11,2014-09-18,1,29
699,59,2014-09-18,1,21
700,29,2014-09-18,1,9
701,56,2014-09-18,1,54
702,55,2014-09-18,18,21
703,46,2014-09-18,2,19
704,41,2014-09-18,1,7
705,39,2014-09-18,1,35
706,5,2014-09-18,3,35
707,26,2014-09-18,31,13
708,32,2014-09-18,2,28
709,57,2014-09-18,1,5
710,43,2014-09-18,1,39
711,44,2014-09-18,1,49
712,29,2014-09-18,2,27
713,8,2014-09-18,1,51
714,47,2014-09-18,1,34
715,27,2014-09-18,1,42
716,26,2014-09-18,1,17
717,2,2014-09-19,1,57
718,9,2014-09-19,1,1
719,26,2014-09-19,2,19
720,47,2014-09-19,2,24
721,1,2014-09-19,1,33
722,37,2014-09-19,1,41
723,55,2014-09-19,2,2
724,43,2014-09-19,1,22
725,16,2014-09-19,4,9
726,52,2014-09-19,2,35
727,21,2014-09-19,1,2
728,35,2014-09-19,2,46
729,26,2014-09-19,1,31
730,4,2014-09-19,2,48
731,44,2014-09-19,2,57
732,33,2014-09-19,2,3
733,46,2014-09-19,1,25
734,4,2014-09-19,1,42
735,43,2014-09-19,1,30
736,18,2014-09-19,2,39
737,18,2014-09-19,1,29
738,50,2014-09-19,5,14
739,6,2014-09-19,4,14
740,3,2014-09-19,1,14
741,21,2014-09-19,1,37
742,33,2014-09-19,2,21
743,37,2014-09-19,1,56
744,17,2014-09-19,3,49
745,13,2014-09-19,2,41
746,23,2014-09-19,6,5
747,29,2014-09-19,1,57
748,51,2014-09-19,1,22
749,8,2014-09-19,1,3
750,41,2014-09-19,4,46
751,30,2014-09-19,1,35
752,55,2014-09-19,1,43
753,34,2014-09-19,1,32
754,8,2014-09-19,2,23
755,27,2014-09-19,1,58
756,12,2014-09-19,1,39
757,27,2014-09-19,2,49
758,14,2014-09-19,2,38
759,58,2014-09-19,3,37
760,27,2014-09-19,1,60
761,47,2014-09-19,1,14
762,10,2014-09-19,1,22
763,53,2014-09-19,1,52
764,13,2014-09-19,1,48
765,11,2014-09-19,1,36
766,10,2014-09-20,3,48
767,34,2014-09-20,1,17
768,44,2014-09-20,2,30
769,53,2014-09-20,1,8
770,43,2014-09-20,4,33
771,29,2014-09-20,1,34
772,50,2014-09-20,1,59
773,1,2014-09-20,2,18
774,60,2014-09-20,1,21
775,39,2014-09-20,1,1
776,26,2014-09-20,1,20
777,2,2014-09-20,1,24
778,46,2014-09-20,1,23
779,13,2014-09-20,1,31
780,60,2014-09-20,2,41
781,55,2014-09-20,1,34
782,43,2014-09-20,1,25
783,44,2014-09-20,1,5
784,29,2014-09-20,1,60
785,52,2014-09-20,1,5
786,10,2014-09-21,1,19
787,38,2014-09-21,2,15
788,18,2014-09-21,18,38
789,28,2014-09-21,1,41
790,3,2014-09-21,1,45
791,11,2014-09-21,1,25
792,4,2014-09-21,1,2
793,57,2014-09-21,1,29
794,21,2014-09-21,2,31
795,32,2014-09-21,1,28
796,38,2014-09-21,1,6
797,15,2014-09-21,2,32
798,31,2014-09-21,1,3
799,49,2014-09-21,1,34
800,21,2014-09-21,1,47
801,52,2014-09-21,1,39
802,3,2014-09-21,1,48
803,59,2014-09-21,1,50
804,45,2014-09-21,1,40
805,17,2014-09-21,1,1
806,41,2014-09-21,5,50
807,21,2014-09-21,1,14
808,57,2014-09-21,2,22
809,21,2014-09-21,1,29
810,2,2014-09-21,1,25
811,22,2014-09-21,1,54
812,24,2014-09-21,1,5
813,22,2014-09-21,1,28
814,58,2014-09-21,1,51
815,24,2014-09-21,1,12
816,33,2014-09-21,2,2
817,56,2014-09-21,1,31
818,56,2014-09-21,3,48
819,15,2014-09-21,1,48
820,44,2014-09-21,14,50
821,21,2014-09-21,2,56
822,34,2014-09-21,1,41
823,45,2014-09-21,1,34
824,50,2014-09-21,2,18
825,53,2014-09-21,2,56
826,3,2014-09-21,1,55
827,14,2014-09-21,1,19
828,23,2014-09-22,1,33
829,19,2014-09-22,1,31
830,44,2014-09-22,1,54
831,42,2014-09-22,1,20
832,55,2014-09-22,1,15
833,51,2014-09-22,2,22
834,47,2014-09-22,2,31
835,25,2014-09-22,2,56
836,35,2014-09-22,1,30
837,5,2014-09-22,1,3
838,53,2014-09-22,1,24
839,58,2014-09-22,4,39
840,31,2014-09-22,2,50
841,56,2014-09-22,1,46
842,9,2014-09-22,1,48
843,15,2014-09-22,1,14
844,30,2014-09-22,3,29
845,29,2014-09-22,1,27
846,27,2014-09-22,1,5
847,3,2014-09-22,1,38
848,39,2014-09-22,5,3
849,43,2014-09-22,1,13
850,22,2014-09-22,2,52
851,57,2014-09-22,1,12
852,45,2014-09-22,1,38
853,4,2014-09-22,29,53
854,59,2014-09-22,1,44
855,14,2014-09-23,1,15
856,3,2014-09-23,1,35
857,16,2014-09-23,1,20
858,44,2014-09-23,1,12
859,15,2014-09-23,1,13
860,15,2014-09-23,1,42
861,2,2014-09-23,1,16
862,16,2014-09-23,1,1
863,42,2014-09-23,1,43
864,3,2014-09-23,2,38
865,4,2014-09-23,3,28
866,24,2014-09-23,1,1
867,30,2014-09-23,1,53
868,38,2014-09-23,1,9
869,44,2014-09-23,1,18
870,5,2014-09-23,3,52
871,26,2014-09-23,1,1
872,59,2014-09-23,1,53
873,49,2014-09-23,1,7
874,14,2014-09-23,1,49
875,30,2014-09-23,1,55
876,1,2014-09-23,1,55
877,16,2014-09-23,1,51
878,28,2014-09-23,1,27
879,45,2014-09-23,1,56
880,60,2014-09-23,6,22
881,20,2014-09-23,1,24
882,57,2014-09-23,6,8
883,58,2014-09-23,1,56
884,54,2014-09-23,1,20
885,30,2014-09-23,2,10
886,48,2014-09-23,1,54
887,49,2014-09-23,1,51
888,41,2014-09-23,1,22
889,35,2014-09-23,2,16
890,20,2014-09-23,1,59
891,1,2014-09-23,1,24
892,4,2014-09-23,1,3
893,6,2014-09-23,1,39
894,1,2014-09-23,1,23
895,21,2014-09-23,1,6
896,8,2014-09-23,2,40
897,36,2014-09-23,1,48
898,3,2014-09-23,1,51
899,1,2014-09-23,4,35
900,10,2014-09-23,1,46
901,50,2014-09-23,2,32
902,47,2014-09-23,1,33
903,17,2014-09-24,5,48
904,12,2014-09-24,17,43
905,14,2014-09-24,1,24
906,4,2014-09-24,1,43
907,4,2014-09-24,1,59
908,9,2014-09-24,1,58
909,5,2014-09-24,1,52
910,3,2014-09-24,7,8
911,32,2014-09-24,1,1
912,48,2014-09-24,2,50
913,42,2014-09-24,1,27
914,4,2014-09-24,1,39
915,2,2014-09-24,1,16
916,27,2014-09-24,3,57
917,10,2014-09-24,5,37
918,44,2014-09-24,1,15
919,43,2014-09-24,1,20
920,54,2014-09-24,1,25
921,20,2014-09-24,1,52
922,59,2014-09-24,1,36
923,60,2014-09-24,2,32
924,3,2014-09-24,1,56
925,54,2014-09-24,3,57
926,50,2014-09-24,1,11
927,44,2014-09-24,1,36
928,18,2014-09-24,1,39
929,31,2014-09-24,4,40
930,26,2014-09-24,2,41
