year	month	location	ira	product_category	brand	sku_id	item_per_bundle	shape	with_alcohol	filling	volume	price
2017	1	Moon	MN	Chocolates	Ferrero Rocher	sku #81	2	Standart	No	Nothing	4500.0	
2017	1	Moon	MN	Chocolates	Ferrero Rocher	sku #82	3	Standart	No	Nothing	2718.0	
2017	1	Moon	MN	Chocolates	Ferrero Rocher	sku #83	2	Standart	No	Nothing	4128.0	
2017	1	Moon	MN	Chocolates	Ferrero Rocher	sku #84	3	Standart	No	Nothing	3924.0	
2017	1	Moon	MN	Chocolates	Snickers	sku #7	1	Standart	No	Nothing	330.0	1.054054054054054
2017	1	Moon	MN	Chocolates	Toblerone	sku #11	2	Standart	No	Nothing	420.0	2.0270270270270268
2017	1	Moon	MN	Chocolates	Toblerone	sku #17	2	Standart	No	Nothing	240.0	2.0270270270270268
2017	1	Moon	MN	Chocolates	Toblerone	sku #3	1	Standart	No	Nothing	114.0	1.1216216216216215
2017	1	Moon	MN	Chocolates	Toblerone	sku #5	1	Standart	No	Nothing	528.0	1.1216216216216215
2017	1	Pirate Bay	PB	Chocolates	Cadbury	sku #79	1	Standart	No	Nothing	276.0	
2017	1	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #15	1	Standart	No	Nothing	2784.0	1.2213359920239284
2017	1	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #16	3	Standart	No	Nothing	10494.0	2.8664007976071773
2017	1	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #22	2	Standart	No	Nothing	11232.0	2.093718843469591
2017	1	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #28	3	Standart	No	Nothing	6156.0	2.8664007976071773
2017	1	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	8322.0	1.2213359920239284
2017	1	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #31	1	Square	No	Nothing	894.0	1.2213359920239284
2017	1	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #33	1	Standart	No	Nothing	408.0	1.2213359920239284
2017	1	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #38	1	Standart	Yes	Nothing	1998.0	1.2213359920239284
2017	1	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #41	1	Standart	No	Nothing	1296.0	1.2213359920239284
2017	1	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	3594.0	1.2213359920239284
2017	1	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #48	2	Standart	No	Nothing	5604.0	2.093718843469591
2017	1	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #49	1	Standart	No	Nothing	690.0	1.2213359920239284
2017	1	Pirate Bay	PB	Chocolates	Milka	sku #42	1	Standart	No	Nothing	270.0	1.3958125623130608
2017	1	Pirate Bay	PB	Chocolates	Milka	sku #67	1	Standart	No	Nothing	648.0	1.3958125623130608
2017	1	Pirate Bay	PB	Chocolates	Toblerone	sku #25	1	Standart	No	Nothing	2202.0	1.2213359920239284
2017	1	Pirate Bay	PB	Chocolates	Toblerone	sku #73	1	Standart	No	Nothing	1494.0	1.2213359920239284
2017	1	Pirate Bay	PB	Chocolates	Twix	sku #78	1	Standart	No	Nothing	222.0	
2017	2	Alpha City	AC	Chocolates	Cadbury	sku #79	1	Standart	No	Nothing	4800.0	
2017	2	Alpha City	AC	Chocolates	Ferrero Rocher	sku #15	1	Standart	No	Nothing	9714.0	1.2237762237762235
2017	2	Alpha City	AC	Chocolates	Ferrero Rocher	sku #16	3	Standart	No	Nothing	7218.0	2.8721278721278725
2017	2	Alpha City	AC	Chocolates	Ferrero Rocher	sku #22	2	Standart	No	Nothing	8297.0	2.097902097902098
2017	2	Alpha City	AC	Chocolates	Ferrero Rocher	sku #28	3	Standart	No	Nothing	2646.0	2.8721278721278725
2017	2	Alpha City	AC	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	9504.0	1.2237762237762235
2017	2	Alpha City	AC	Chocolates	Ferrero Rocher	sku #31	1	Square	No	Nothing	1632.0	1.2237762237762235
2017	2	Alpha City	AC	Chocolates	Ferrero Rocher	sku #33	1	Standart	No	Nothing	408.0	1.2237762237762235
2017	2	Alpha City	AC	Chocolates	Ferrero Rocher	sku #38	1	Standart	Yes	Nothing	630.0	1.2237762237762235
2017	2	Alpha City	AC	Chocolates	Ferrero Rocher	sku #41	1	Standart	No	Nothing	1434.0	1.2237762237762235
2017	2	Alpha City	AC	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	2136.0	1.2237762237762235
2017	2	Alpha City	AC	Chocolates	Ferrero Rocher	sku #48	2	Standart	No	Nothing	5160.0	2.097902097902098
2017	2	Alpha City	AC	Chocolates	Ferrero Rocher	sku #49	1	Standart	No	Nothing	3390.0	1.2237762237762235
2017	2	Alpha City	AC	Chocolates	Milka	sku #42	1	Standart	No	Nothing	258.0	1.398601398601399
2017	2	Alpha City	AC	Chocolates	Milka	sku #67	1	Standart	No	Nothing	558.0	1.398601398601399
2017	2	Alpha City	AC	Chocolates	Toblerone	sku #25	1	Standart	No	Nothing	4848.0	1.2237762237762235
2017	2	Alpha City	AC	Chocolates	Toblerone	sku #73	1	Standart	No	Nothing	2634.0	1.2237762237762235
2017	2	Alpha City	AC	Chocolates	Twix	sku #78	1	Standart	No	Nothing	2400.0	
2017	2	Moon	MN	Chocolates	Cadbury	sku #34	1	Standart	No	Nothing	372.0	1.0612822466528788
2017	2	Moon	MN	Chocolates	Cadbury	sku #37	1	Standart	No	Nothing	468.0	1.0612822466528788
2017	2	Moon	MN	Chocolates	Ferrero Rocher	sku #27	1	Standart	No	Nothing	2340.0	1.1429193425492543
2017	2	Moon	MN	Chocolates	Ferrero Rocher	sku #43	1	Standart	No	Nothing	858.0	1.1429193425492543
2017	2	Moon	MN	Chocolates	Ferrero Rocher	sku #44	1	Standart	No	Nothing	204.0	1.1429193425492543
2017	2	Moon	MN	Chocolates	Ferrero Rocher	sku #72	1	Standart	No	Nothing	3336.0	1.1429193425492543
2017	2	Moon	MN	Chocolates	Ferrero Rocher	sku #81	2	Standart	No	Nothing	6468.0	
2017	2	Moon	MN	Chocolates	Ferrero Rocher	sku #82	3	Standart	No	Nothing	4014.0	
2017	2	Moon	MN	Chocolates	Ferrero Rocher	sku #83	2	Standart	No	Nothing	3948.0	
2017	2	Moon	MN	Chocolates	Ferrero Rocher	sku #84	3	Standart	No	Nothing	4662.0	
2017	2	Moon	MN	Chocolates	Snickers	sku #7	1	Standart	No	Nothing	426.0	1.0612822466528788
2017	2	Moon	MN	Chocolates	Toblerone	sku #11	2	Standart	No	Nothing	864.0	2.0409273974093827
2017	2	Moon	MN	Chocolates	Toblerone	sku #17	2	Standart	No	Nothing	552.0	2.0409273974093827
2017	2	Moon	MN	Chocolates	Toblerone	sku #3	1	Standart	No	Nothing	210.0	1.1293131598998585
2017	2	Moon	MN	Chocolates	Toblerone	sku #5	1	Standart	No	Nothing	666.0	1.1293131598998585
2017	2	Pirate Bay	PB	Chocolates	Cadbury	sku #79	1	Standart	No	Nothing	408.0	
2017	2	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #15	1	Standart	No	Nothing	3738.0	1.2237762237762235
2017	2	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #16	3	Standart	No	Nothing	10152.0	2.8721278721278725
2017	2	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #22	2	Standart	No	Nothing	7800.0	2.097902097902098
2017	2	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #28	3	Standart	No	Nothing	5814.0	2.8721278721278725
2017	2	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	11490.0	1.2237762237762235
2017	2	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #31	1	Square	No	Nothing	900.0	1.2237762237762235
2017	2	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #33	1	Standart	No	Nothing	468.0	1.2237762237762235
2017	2	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #38	1	Standart	Yes	Nothing	1308.0	1.2237762237762235
2017	2	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #41	1	Standart	No	Nothing	1896.0	1.2237762237762235
2017	2	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	3756.0	1.2237762237762235
2017	2	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #48	2	Standart	No	Nothing	5568.0	2.097902097902098
2017	2	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #49	1	Standart	No	Nothing	792.0	1.2237762237762235
2017	2	Pirate Bay	PB	Chocolates	Milka	sku #42	1	Standart	No	Nothing	240.0	1.398601398601399
2017	2	Pirate Bay	PB	Chocolates	Milka	sku #67	1	Standart	No	Nothing	426.0	1.398601398601399
2017	2	Pirate Bay	PB	Chocolates	Toblerone	sku #25	1	Standart	No	Nothing	2352.0	1.2237762237762235
2017	2	Pirate Bay	PB	Chocolates	Toblerone	sku #73	1	Standart	No	Nothing	1938.0	1.2237762237762235
2017	2	Pirate Bay	PB	Chocolates	Twix	sku #78	1	Standart	No	Nothing	294.0	
2017	3	Alpha City	AC	Chocolates	Cadbury	sku #79	1	Standart	No	Nothing	6594.0	
2017	3	Alpha City	AC	Chocolates	Ferrero Rocher	sku #15	1	Standart	No	Nothing	10614.0	1.2286860581745234
2017	3	Alpha City	AC	Chocolates	Ferrero Rocher	sku #16	3	Standart	No	Nothing	5526.0	2.8836509528585745
2017	3	Alpha City	AC	Chocolates	Ferrero Rocher	sku #22	2	Standart	No	Nothing	15420.0	2.106318956870612
2017	3	Alpha City	AC	Chocolates	Ferrero Rocher	sku #28	3	Standart	No	Nothing	3636.0	2.8836509528585745
2017	3	Alpha City	AC	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	7848.0	1.2286860581745234
2017	3	Alpha City	AC	Chocolates	Ferrero Rocher	sku #31	1	Square	No	Nothing	2034.0	1.2286860581745234
2017	3	Alpha City	AC	Chocolates	Ferrero Rocher	sku #33	1	Standart	No	Nothing	336.0	1.2286860581745234
2017	3	Alpha City	AC	Chocolates	Ferrero Rocher	sku #38	1	Standart	Yes	Nothing	906.0	1.2286860581745234
2017	3	Alpha City	AC	Chocolates	Ferrero Rocher	sku #41	1	Standart	No	Nothing	2094.0	1.2286860581745234
2017	3	Alpha City	AC	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	2286.0	1.2286860581745234
2017	3	Alpha City	AC	Chocolates	Ferrero Rocher	sku #48	2	Standart	No	Nothing	6840.0	2.106318956870612
2017	3	Alpha City	AC	Chocolates	Ferrero Rocher	sku #49	1	Standart	No	Nothing	4134.0	1.2286860581745234
2017	3	Alpha City	AC	Chocolates	Milka	sku #42	1	Standart	No	Nothing	330.0	1.4042126379137412
2017	3	Alpha City	AC	Chocolates	Milka	sku #67	1	Standart	No	Nothing	684.0	1.4042126379137412
2017	3	Alpha City	AC	Chocolates	Toblerone	sku #25	1	Standart	No	Nothing	5634.0	1.2286860581745234
2017	3	Alpha City	AC	Chocolates	Toblerone	sku #73	1	Standart	No	Nothing	3252.0	1.2286860581745234
2017	3	Alpha City	AC	Chocolates	Twix	sku #78	1	Standart	No	Nothing	2958.0	
2017	3	Moon	MN	Chocolates	Cadbury	sku #34	1	Standart	No	Nothing	564.0	1.0805718718829658
2017	3	Moon	MN	Chocolates	Cadbury	sku #37	1	Standart	No	Nothing	642.0	1.0805718718829658
2017	3	Moon	MN	Chocolates	Ferrero Rocher	sku #27	1	Standart	No	Nothing	3084.0	1.1636927851047325
2017	3	Moon	MN	Chocolates	Ferrero Rocher	sku #43	1	Standart	No	Nothing	510.0	1.1636927851047325
2017	3	Moon	MN	Chocolates	Ferrero Rocher	sku #44	1	Standart	No	Nothing	648.0	1.1636927851047325
2017	3	Moon	MN	Chocolates	Ferrero Rocher	sku #72	1	Standart	No	Nothing	4152.0	1.1636927851047325
2017	3	Moon	MN	Chocolates	Ferrero Rocher	sku #81	2	Standart	No	Nothing	336.0	
2017	3	Moon	MN	Chocolates	Ferrero Rocher	sku #82	3	Standart	No	Nothing	3006.0	
2017	3	Moon	MN	Chocolates	Ferrero Rocher	sku #83	2	Standart	No	Nothing	4380.0	
2017	3	Moon	MN	Chocolates	Ferrero Rocher	sku #84	3	Standart	No	Nothing	4140.0	
2017	3	Moon	MN	Chocolates	Snickers	sku #7	1	Standart	No	Nothing	636.0	1.0805718718829658
2017	3	Moon	MN	Chocolates	Toblerone	sku #11	2	Standart	No	Nothing	1200.0	2.0780228305441653
2017	3	Moon	MN	Chocolates	Toblerone	sku #17	2	Standart	No	Nothing	372.0	2.0780228305441653
2017	3	Moon	MN	Chocolates	Toblerone	sku #3	1	Standart	No	Nothing	294.0	1.1498392995677709
2017	3	Moon	MN	Chocolates	Toblerone	sku #5	1	Standart	No	Nothing	948.0	1.1498392995677709
2017	3	Pirate Bay	PB	Chocolates	Cadbury	sku #79	1	Standart	No	Nothing	426.0	
2017	3	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #15	1	Standart	No	Nothing	4062.0	1.2286860581745234
2017	3	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #16	3	Standart	No	Nothing	12294.0	2.8836509528585745
2017	3	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #22	2	Standart	No	Nothing	16248.0	2.106318956870612
2017	3	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #28	3	Standart	No	Nothing	7722.0	2.8836509528585745
2017	3	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	8748.0	1.2286860581745234
2017	3	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #31	1	Square	No	Nothing	1470.0	1.2286860581745234
2017	3	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #33	1	Standart	No	Nothing	444.0	1.2286860581745234
2017	3	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #38	1	Standart	Yes	Nothing	2286.0	1.2286860581745234
2017	3	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #41	1	Standart	No	Nothing	2154.0	1.2286860581745234
2017	3	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	4488.0	1.2286860581745234
2017	3	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #48	2	Standart	No	Nothing	7140.0	2.106318956870612
2017	3	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #49	1	Standart	No	Nothing	738.0	1.2286860581745234
2017	3	Pirate Bay	PB	Chocolates	Milka	sku #42	1	Standart	No	Nothing	222.0	1.4042126379137412
2017	3	Pirate Bay	PB	Chocolates	Milka	sku #67	1	Standart	No	Nothing	606.0	1.4042126379137412
2017	3	Pirate Bay	PB	Chocolates	Toblerone	sku #25	1	Standart	No	Nothing	3048.0	1.2286860581745234
2017	3	Pirate Bay	PB	Chocolates	Toblerone	sku #73	1	Standart	No	Nothing	1776.0	1.2286860581745234
2017	3	Pirate Bay	PB	Chocolates	Twix	sku #78	1	Standart	No	Nothing	312.0	
2017	4	Alpha City	AC	Chocolates	Cadbury	sku #79	1	Standart	No	Nothing	8010.0	
2017	4	Alpha City	AC	Chocolates	Ferrero Rocher	sku #15	1	Standart	No	Nothing	11646.0	1.240506329113924
2017	4	Alpha City	AC	Chocolates	Ferrero Rocher	sku #16	3	Standart	No	Nothing	6246.0	2.9113924050632924
2017	4	Alpha City	AC	Chocolates	Ferrero Rocher	sku #22	2	Standart	No	Nothing	15780.0	2.1265822784810133
2017	4	Alpha City	AC	Chocolates	Ferrero Rocher	sku #28	3	Standart	No	Nothing	3546.0	2.9113924050632924
2017	4	Alpha City	AC	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	9024.0	1.240506329113924
2017	4	Alpha City	AC	Chocolates	Ferrero Rocher	sku #31	1	Square	No	Nothing	2184.0	1.240506329113924
2017	4	Alpha City	AC	Chocolates	Ferrero Rocher	sku #33	1	Standart	No	Nothing	402.0	1.240506329113924
2017	4	Alpha City	AC	Chocolates	Ferrero Rocher	sku #38	1	Standart	Yes	Nothing	990.0	1.240506329113924
2017	4	Alpha City	AC	Chocolates	Ferrero Rocher	sku #41	1	Standart	No	Nothing	2406.0	1.240506329113924
2017	4	Alpha City	AC	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	2520.0	1.240506329113924
2017	4	Alpha City	AC	Chocolates	Ferrero Rocher	sku #48	2	Standart	No	Nothing	6744.0	2.1265822784810133
2017	4	Alpha City	AC	Chocolates	Ferrero Rocher	sku #49	1	Standart	No	Nothing	4446.0	1.240506329113924
2017	4	Alpha City	AC	Chocolates	Milka	sku #42	1	Standart	No	Nothing	300.0	1.4177215189873418
2017	4	Alpha City	AC	Chocolates	Milka	sku #67	1	Standart	No	Nothing	624.0	1.4177215189873418
2017	4	Alpha City	AC	Chocolates	Toblerone	sku #25	1	Standart	No	Nothing	6684.0	1.240506329113924
2017	4	Alpha City	AC	Chocolates	Toblerone	sku #73	1	Standart	No	Nothing	3894.0	1.240506329113924
2017	4	Alpha City	AC	Chocolates	Twix	sku #78	1	Standart	No	Nothing	3672.0	
2017	4	Moon	MN	Chocolates	Cadbury	sku #34	1	Standart	No	Nothing	720.0	1.0793756227167053
2017	4	Moon	MN	Chocolates	Cadbury	sku #37	1	Standart	No	Nothing	882.0	1.0793756227167053
2017	4	Moon	MN	Chocolates	Ferrero Rocher	sku #27	1	Standart	No	Nothing	5094.0	1.1624045167718366
2017	4	Moon	MN	Chocolates	Ferrero Rocher	sku #43	1	Standart	No	Nothing	1542.0	1.1624045167718366
2017	4	Moon	MN	Chocolates	Ferrero Rocher	sku #44	1	Standart	No	Nothing	282.0	1.1624045167718366
2017	4	Moon	MN	Chocolates	Ferrero Rocher	sku #72	1	Standart	No	Nothing	4986.0	1.1624045167718366
2017	4	Moon	MN	Chocolates	Ferrero Rocher	sku #81	2	Standart	No	Nothing	2388.0	
2017	4	Moon	MN	Chocolates	Ferrero Rocher	sku #82	3	Standart	No	Nothing	1404.0	
2017	4	Moon	MN	Chocolates	Ferrero Rocher	sku #83	2	Standart	No	Nothing	1872.0	
2017	4	Moon	MN	Chocolates	Ferrero Rocher	sku #84	3	Standart	No	Nothing	2610.0	
2017	4	Moon	MN	Chocolates	Snickers	sku #7	1	Standart	No	Nothing	642.0	1.0793756227167053
2017	4	Moon	MN	Chocolates	Toblerone	sku #11	2	Standart	No	Nothing	768.0	2.07572235137828
2017	4	Moon	MN	Chocolates	Toblerone	sku #17	2	Standart	No	Nothing	156.0	2.07572235137828
2017	4	Moon	MN	Chocolates	Toblerone	sku #3	1	Standart	No	Nothing	696.0	1.148566367762648
2017	4	Moon	MN	Chocolates	Toblerone	sku #5	1	Standart	No	Nothing	1596.0	1.148566367762648
2017	4	Pirate Bay	PB	Chocolates	Cadbury	sku #79	1	Standart	No	Nothing	636.0	
2017	4	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #15	1	Standart	No	Nothing	3360.0	1.240506329113924
2017	4	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #16	3	Standart	No	Nothing	9576.0	2.9113924050632924
2017	4	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #22	2	Standart	No	Nothing	10944.0	2.1265822784810133
2017	4	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #28	3	Standart	No	Nothing	6138.0	2.9113924050632924
2017	4	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	6780.0	1.240506329113924
2017	4	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #31	1	Square	No	Nothing	996.0	1.240506329113924
2017	4	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #33	1	Standart	No	Nothing	414.0	1.240506329113924
2017	4	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #38	1	Standart	Yes	Nothing	1662.0	1.240506329113924
2017	4	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #41	1	Standart	No	Nothing	1836.0	1.240506329113924
2017	4	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	4032.0	1.240506329113924
2017	4	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #48	2	Standart	No	Nothing	5940.0	2.1265822784810133
2017	4	Pirate Bay	PB	Chocolates	Ferrero Rocher	sku #49	1	Standart	No	Nothing	954.0	1.240506329113924
2017	4	Pirate Bay	PB	Chocolates	Milka	sku #42	1	Standart	No	Nothing	132.0	1.4177215189873418
2017	4	Pirate Bay	PB	Chocolates	Milka	sku #67	1	Standart	No	Nothing	360.0	1.4177215189873418
2017	4	Pirate Bay	PB	Chocolates	Toblerone	sku #25	1	Standart	No	Nothing	2922.0	1.240506329113924
2017	4	Pirate Bay	PB	Chocolates	Toblerone	sku #73	1	Standart	No	Nothing	1638.0	1.240506329113924
2017	4	Pirate Bay	PB	Chocolates	Twix	sku #78	1	Standart	No	Nothing	294.0	
2017	4	Village	VL	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	600.0	1.240506329113924
2017	4	Village	VL	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	300.0	1.240506329113924
2017	5	Alpha City	AC	Chocolates	Cadbury	sku #79	1	Standart	No	Nothing	7950.0	
2017	5	Alpha City	AC	Chocolates	Ferrero Rocher	sku #15	1	Standart	No	Nothing	8700.0	1.2689040812098609
2017	5	Alpha City	AC	Chocolates	Ferrero Rocher	sku #16	3	Standart	No	Nothing	6750.0	2.9780401905945726
2017	5	Alpha City	AC	Chocolates	Ferrero Rocher	sku #22	2	Standart	No	Nothing	17220.0	2.175264139216905
2017	5	Alpha City	AC	Chocolates	Ferrero Rocher	sku #28	3	Standart	No	Nothing	3899.0	2.9780401905945726
2017	5	Alpha City	AC	Chocolates	Ferrero Rocher	sku #30	1	Standart	No	Nothing	13200.0	1.2689040812098609
2017	5	Alpha City	AC	Chocolates	Ferrero Rocher	sku #31	1	Square	No	Nothing	2436.0	1.2689040812098609
2017	5	Alpha City	AC	Chocolates	Ferrero Rocher	sku #33	1	Standart	No	Nothing	468.0	1.2689040812098609
2017	5	Alpha City	AC	Chocolates	Ferrero Rocher	sku #38	1	Standart	Yes	Nothing	1050.0	1.2689040812098609
2017	5	Alpha City	AC	Chocolates	Ferrero Rocher	sku #41	1	Standart	No	Nothing	3120.0	1.2689040812098609
2017	5	Alpha City	AC	Chocolates	Ferrero Rocher	sku #46	1	Standart	No	Nothing	3378.0	1.2689040812098609
2017	5	Alpha City	AC	Chocolates	Ferrero Rocher	sku #48	2	Standart	No	Nothing	6782.0	2.175264139216905
2017	5	Alpha City	AC	Chocolates	Ferrero Rocher	sku #49	1	Standart	No	Nothing	4950.0	1.2689040812098609
2017	5	Alpha City	AC	Chocolates	Milka	sku #42	1	Standart	No	Nothing	450.0	1.45017609281127
2017	5	Alpha City	AC	Chocolates	Milka	sku #67	1	Standart	No	Nothing	720.0	1.45017609281127
2017	5	Alpha City	AC	Chocolates	Toblerone	sku #25	1	Standart	No	Nothing	6744.0	1.2689040812098609
2017	5	Alpha City	AC	Chocolates	Toblerone	sku #73	1	Standart	No	Nothing	4242.0	1.2689040812098609
2017	5	Alpha City	AC	Chocolates	Twix	sku #78	1	Standart	No	Nothing	5820.0	
2017	5	Moon	MN	Chocolates	Cadbury	sku #34	1	Standart	No	Nothing	672.0	1.1029411764705883
2017	5	Moon	MN	Chocolates	Cadbury	sku #37	1	Standart	No	Nothing	576.0	1.1029411764705883
2017	5	Moon	MN	Chocolates	Ferrero Rocher	sku #27	1	Standart	No	Nothing	3792.0	1.187782805429864
2017	5	Moon	MN	Chocolates	Ferrero Rocher	sku #43	1	Standart	No	Nothing	990.0	1.187782805429864
2017	5	Moon	MN	Chocolates	Ferrero Rocher	sku #44	1	Standart	No	Nothing	342.0	1.187782805429864
2017	5	Moon	MN	Chocolates	Ferrero Rocher	sku #72	1	Standart	No	Nothing	7116.0	1.187782805429864
2017	5	Moon	MN	Chocolates	Ferrero Rocher	sku #81	2	Standart	No	Nothing	8052.0	
2017	5	Moon	MN	Chocolates	Ferrero Rocher	sku #82	3	Standart	No	Nothing	3744.0	
2017	5	Moon	MN	Chocolates	Ferrero Rocher	sku #83	2	Standart	No	Nothing	5940.0	
2017	5	Moon	MN	Chocolates	Ferrero Rocher	sku #84	3	Standart	No	Nothing	5382.0	
2017	5	Moon	MN	Chocolates	Snickers	sku #7	1	Standart	No	Nothing	930.0	1.1029411764705883
2017	5	Moon	MN	Chocolates	Toblerone	sku #17	2	Standart	No	Nothing	552.0	2.1210407239819005
2017	5	Moon	MN	Chocolates	Toblerone	sku #3	1	Standart	No	Nothing	294.0	1.1736425339366514
2017	5	Moon	MN	Chocolates	Toblerone	sku #5	1	Standart	No	Nothing	2112.0	1.1736425339366514
