"location","user","time","lat","long"
"407337546d9b3e10f178597d40ca2b09f2252daf",7506,2008-05-14 05:08:53,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",7506,2008-05-13 22:09:48,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",7506,2008-05-08 22:33:02,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",7506,2008-05-06 22:08:38,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",7506,2008-05-06 22:00:52,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",7506,2008-05-02 20:27:29,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",7506,2008-05-02 18:15:32,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",7506,2008-05-02 18:09:33,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",7506,2008-05-02 18:09:07,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",9494,2008-06-02 02:45:50,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",9494,2008-05-24 17:59:19,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",9494,2008-05-11 21:53:46,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",9494,2008-05-10 03:46:45,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",18270,2008-07-27 17:12:42,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",18270,2008-05-07 16:12:34,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",18270,2008-05-07 16:11:53,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",18270,2008-05-02 14:46:39,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-09-04 20:20:53,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-09-04 14:59:38,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-08-29 19:54:12,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-08-28 22:43:37,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-08-26 19:30:15,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-08-26 19:24:02,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-07-30 20:01:47,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-07-29 13:41:17,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-07-25 18:53:18,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-07-18 14:29:24,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-07-14 21:44:27,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-07-10 17:07:37,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-07-08 14:33:24,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-07-02 16:37:57,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-07-02 16:37:02,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-06-24 16:47:24,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-06-24 14:38:28,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-06-19 17:19:35,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-06-19 17:19:00,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-06-13 15:12:55,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-05-29 13:35:34,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-05-21 16:53:52,28.596279,-81.301206
"407337546d9b3e10f178597d40ca2b09f2252daf",19518,2008-05-19 19:47:30,28.596279,-81.301206
"8cf78ce973421b0b6e2a255cc3d43e9c",8009,2010-07-10 11:28:50,30.339315,-97.702127
"83e85f58a6b911de9a8f003048c10834",35675,2009-09-21 15:17:38,33.58138,130.491967
"e083b5b276fa11de8f14003048c10834",23763,2009-07-22 21:05:54,40.04889,-83.019939
"bc5ddf0a4e8ac7cfdc52b88af93f46d9",1863,2010-04-21 01:40:54,41.862321,-87.866967
"bc5ddf0a4e8ac7cfdc52b88af93f46d9",1863,2010-04-17 21:22:39,41.862321,-87.866967
"bc5ddf0a4e8ac7cfdc52b88af93f46d9",1863,2010-04-17 14:13:24,41.862321,-87.866967
"10b3b890ef1a11dda1f8003048c10834",2033,2009-01-30 23:09:06,40.73033,-73.99803
"10b3b890ef1a11dda1f8003048c10834",2033,2009-01-30 23:05:12,40.73033,-73.99803
"274e7626480c11deb369003048c0801e",47888,2009-05-24 03:48:41,-16.750354,145.668719
"274e7626480c11deb369003048c0801e",47888,2009-05-24 03:40:05,-16.750354,145.668719
"9d016a32225fdf38fa6ab23af6b1bfc2d9517c1b",20920,2008-08-07 00:19:28,39.164674,-86.530968
"9d016a32225fdf38fa6ab23af6b1bfc2d9517c1b",20920,2008-08-07 00:18:23,39.164674,-86.530968
"1394709cda9b11ddabeb003048c0801e",7709,2009-01-04 21:05:47,41.890246,-87.631524
"b95fe54714c11de9ad7003048c10834",5310,2009-07-15 15:31:12,40.437101,-111.930814
"4d32d80dd9272cd3315bf236ab08711b",10346,2010-03-10 08:57:57,34.824935,135.465196
"4d32d80dd9272cd3315bf236ab08711b",10346,2010-02-22 09:08:48,34.824935,135.465196
"88e03ed8811e11de9253003048c10834",11123,2009-08-04 18:45:07,33.513518,-86.807394
"6f4126d149260f50d781bfb7d75a5a34",21589,2010-01-28 23:37:53,36.630364,-95.145419
"bca8e1fef95032ebafd701d7321fac43",2958,2009-12-17 02:07:14,36.842053,-76.151621
"6263c90cc34411dda94f003048c10834",8902,2009-04-26 09:00:23,35.311797,139.487751
"6263c90cc34411dda94f003048c10834",10446,2008-12-06 05:18:21,35.311797,139.487751
"6263c90cc34411dda94f003048c10834",10446,2008-12-06 04:17:17,35.311797,139.487751
"6263c90cc34411dda94f003048c10834",10446,2008-12-06 04:17:16,35.311797,139.487751
"32bb903aaf6d11dd8554003048c0801e",6258,2008-11-10 22:27:38,43.625979,-79.50752
"32bb903aaf6d11dd8554003048c0801e",6258,2008-11-10 22:21:52,43.625979,-79.50752
"32bb903aaf6d11dd8554003048c0801e",6258,2008-11-10 22:21:51,43.625979,-79.50752
"ae8fcc20dc3211dd8140003048c0801e",49880,2009-01-06 21:43:44,45.548235,-122.670513
"186d9d523c86370337a7e5d41540c800bac30162",971,2008-08-06 06:21:05,32.884746,-96.899578
"186d9d523c86370337a7e5d41540c800bac30162",971,2008-08-06 05:54:05,32.884746,-96.899578
"186d9d523c86370337a7e5d41540c800bac30162",971,2008-08-06 05:10:24,32.884746,-96.899578
"186d9d523c86370337a7e5d41540c800bac30162",3120,2009-04-25 23:28:57,32.884746,-96.899578
"186d9d523c86370337a7e5d41540c800bac30162",6365,2008-06-29 21:35:36,32.884746,-96.899578
"186d9d523c86370337a7e5d41540c800bac30162",7501,2008-06-29 21:39:56,32.884746,-96.899578
"186d9d523c86370337a7e5d41540c800bac30162",7501,2008-06-29 21:38:30,32.884746,-96.899578
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",17,2009-06-23 22:49:08,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",17,2009-05-29 20:32:40,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",17,2009-05-27 00:38:13,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",17,2009-05-12 22:22:42,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",17,2009-04-04 07:24:25,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",17,2009-04-04 07:17:31,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",17,2009-03-11 20:52:56,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",17,2009-03-11 20:33:06,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",17,2009-03-05 01:47:30,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",17,2009-03-05 01:36:13,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",17,2009-02-18 20:54:30,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",17,2009-02-17 03:13:49,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",17,2009-02-09 04:10:55,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",17,2009-01-07 20:41:46,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",18,2008-11-13 20:14:39,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",18,2008-11-13 20:14:39,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2009-09-17 21:07:30,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2009-09-01 19:44:33,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2009-08-12 19:18:41,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2009-08-11 19:22:24,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2009-08-10 02:25:13,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2009-08-10 01:45:58,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2009-07-31 23:34:53,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2009-07-21 22:47:39,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2009-07-21 22:32:29,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2009-06-27 01:09:08,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2009-06-05 19:25:54,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2009-04-10 23:12:57,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2009-04-10 19:07:15,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2009-04-01 20:07:53,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2009-04-01 03:21:41,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2009-01-28 02:32:15,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2009-01-05 21:53:32,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2008-11-07 20:27:53,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2008-10-30 19:18:06,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2008-10-18 19:44:03,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2008-10-17 18:37:38,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2008-10-06 19:44:31,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2008-09-20 04:06:45,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",49,2008-09-20 04:06:45,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",1148,2009-02-07 06:59:30,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",1160,2008-11-16 00:17:32,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",1168,2009-01-20 21:07:25,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",1168,2009-01-20 20:44:58,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",1168,2009-01-20 20:43:40,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",1168,2009-01-20 20:19:56,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",1168,2009-01-05 20:16:04,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",1170,2009-07-27 19:41:39,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",1170,2009-06-20 01:46:18,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",1170,2009-05-22 03:08:44,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",1170,2009-05-13 19:39:00,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",1170,2009-04-25 04:03:22,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",1179,2009-06-27 01:17:27,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",1180,2009-01-07 20:41:02,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",2786,2008-11-01 04:38:52,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",2786,2008-11-01 04:35:29,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",4619,2008-11-01 18:23:56,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",4619,2008-11-01 18:23:12,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",4676,2009-04-14 19:21:50,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",4676,2009-02-20 21:44:12,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",4676,2008-12-16 21:24:08,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",4676,2008-12-16 21:24:08,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",4676,2008-12-11 21:25:50,40.018774,-105.276323
"42fabc5b0c283115bc8c42507d0af8e7e5aec01e",4746,2008-11-01 04:28:00,40.018774,-105.276323
"b77d9ed4af2211dea522003048c0801e",9870,2009-10-02 07:10:55,38.618362,-80.747056
"ebe796da8e5b11deb6ce003048c10834",45250,2009-08-21 15:07:12,51.281829,-2.767443
"99d94dbacf4e11ddbed6003048c0801e",8828,2009-01-04 07:00:07,34.184998,-118.899048
"99d94dbacf4e11ddbed6003048c0801e",8828,2008-12-25 06:27:07,34.184998,-118.899048
"99d94dbacf4e11ddbed6003048c0801e",8828,2008-12-25 01:07:47,34.184998,-118.899048
"335c863293bd11dd8636003048c10834",12682,2008-11-19 04:48:44,36.021622,-115.083439
"335c863293bd11dd8636003048c10834",12682,2008-11-19 04:46:15,36.021622,-115.083439
"91d3b95eaad911de8577003048c10834",38479,2009-09-26 20:17:58,33.140538,-117.149801
"4f74de62f36411dd9be1003048c0801e",15445,2009-02-20 14:53:00,35.692633,139.695149
"4f74de62f36411dd9be1003048c0801e",15445,2009-02-20 14:32:50,35.692633,139.695149
"63b6acce7d7611de9fa9003048c10834",13858,2009-07-31 03:04:28,35.004484,-80.972866
"f497e8fa7e9511dea1a3003048c10834",26735,2009-08-01 13:22:36,49.141406,2.683568
"958307fd164bc934b5fbe4f341fe321c7d65849a",164,2008-07-02 00:25:09,37.372587,-121.873098
"958307fd164bc934b5fbe4f341fe321c7d65849a",164,2008-07-02 00:23:26,37.372587,-121.873098
"d14a6e8ea22411dd8219a7ba5baf7a3e",30573,2008-12-01 12:17:23,54.62432,-6.215601
"51674e4681fc11dda8c30030487eb504",5700,2009-07-28 22:57:15,38.80423,-77.04043
"51674e4681fc11dda8c30030487eb504",5700,2009-04-26 16:37:45,38.80423,-77.04043
"51674e4681fc11dda8c30030487eb504",5700,2009-04-26 15:59:46,38.80423,-77.04043
"51674e4681fc11dda8c30030487eb504",5700,2008-09-14 02:28:39,38.80423,-77.04043
"912227e72b4d3d05bb2d30f44e55ac5bba7f71d4",6448,2008-06-10 22:58:20,38.933834,-94.764646
"912227e72b4d3d05bb2d30f44e55ac5bba7f71d4",6448,2008-06-10 14:20:00,38.933834,-94.764646
"bc68ecd2a6ae11ddb1ad003048c10834",6836,2009-06-30 19:00:47,39.100486,-94.583519
"9d8d72e53bca995a484a198f3808232fd574c893",1881,2008-08-19 04:06:15,37.352825,-121.957911
"9d8d72e53bca995a484a198f3808232fd574c893",1881,2008-08-19 03:57:24,37.352825,-121.957911
"9d8d72e53bca995a484a198f3808232fd574c893",1881,2008-08-19 03:56:18,37.352825,-121.957911
"9d8d72e53bca995a484a198f3808232fd574c893",1881,2008-08-19 03:53:25,37.352825,-121.957911
"d36de31c81e011ddb02b0030487eb504",352,2008-09-13 23:12:14,39.747389,-104.940833
"ada3f8449b4b11debfd1003048c0801e",4871,2009-09-07 02:13:41,39.58887,-104.964829
"8b0091774c9da3ceaeb750c36cd42b23",2811,2010-09-16 09:23:52,34.898098,136.925487
"8b0091774c9da3ceaeb750c36cd42b23",2811,2010-09-16 09:20:49,34.898098,136.925487
"8b0091774c9da3ceaeb750c36cd42b23",2811,2010-09-16 09:18:39,34.898098,136.925487
"71218413016d968eb9fb976ab14ddd90",7553,2010-02-08 20:18:04,50.783832,4.378827
"71218413016d968eb9fb976ab14ddd90",7553,2010-02-07 16:15:32,50.783832,4.378827
"71218413016d968eb9fb976ab14ddd90",7553,2010-02-07 16:15:29,50.783832,4.378827
"1bd4f5e2671811deab26003048c0801e",13543,2009-07-08 15:28:37,18.426587,-66.06193
"1bd4f5e2671811deab26003048c0801e",13543,2009-07-02 15:53:40,18.426587,-66.06193
"1c376111efd18c02d96e6d35ca00d1bb2355ac92",43628,2008-07-17 01:25:11,37.585888,-122.364914
"ef276088a22411dd8fcac7493792ec56",4307,2008-11-25 19:49:23,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",4307,2008-10-30 19:32:47,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",4307,2008-10-17 06:40:34,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2009-01-06 00:27:01,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2009-01-06 00:25:04,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2009-01-06 00:24:01,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 20:05:39,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:59:38,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:58:34,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:56:50,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:54:15,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:53:04,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:52:13,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:51:10,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:50:03,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:47:08,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:44:57,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:43:48,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:42:30,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:41:35,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:39:34,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:38:08,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:37:05,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:34:24,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:32:36,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-30 19:30:41,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-29 08:43:33,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-29 08:42:38,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-29 08:40:01,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-25 19:02:58,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-25 08:52:30,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-25 08:48:43,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-18 00:57:22,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-16 05:23:13,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",5690,2008-12-16 02:02:57,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",39116,2009-08-17 07:03:44,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",39116,2009-08-17 07:01:48,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",39116,2009-08-17 05:37:17,49.282966,-122.852626
"ef276088a22411dd8fcac7493792ec56",39116,2009-08-17 05:35:38,49.282966,-122.852626
